"ID","Primary.Type","month","Latitude","Longitude","CountWithinRadius"
11738014,"BURGLARY","06",41.747073428,-87.569813263,1
11711930,"THEFT","06",41.753073479,-87.566256903,3
11735561,"BATTERY","06",41.780401475,-87.675142115,1
11735724,"BATTERY","06",41.791764808,-87.658454507,1
11734407,"BATTERY","06",41.770348245,-87.637277969,2
11750334,"DECEPTIVE PRACTICE","06",41.954776563,-87.650678805,2
11707117,"BATTERY","06",41.895420644,-87.720539406,5
11741111,"BATTERY","06",41.771684375,-87.571068474,1
11731090,"ASSAULT","06",41.910635208,-87.703391358,1
11724776,"ASSAULT","06",41.890141147,-87.751756154,1
11718371,"WEAPONS VIOLATION","06",41.876581037,-87.745137513,3
11715414,"THEFT","06",41.915521179,-87.64116249,1
11716756,"BATTERY","06",41.73214207,-87.638643152,1
11708626,"OFFENSE INVOLVING CHILDREN","06",41.776151397,-87.641651267,5
11724880,"THEFT","06",41.884295747,-87.646850211,1
11748336,"DECEPTIVE PRACTICE","06",41.845223919,-87.630649875,2
11716537,"CRIMINAL DAMAGE","06",41.81268119,-87.606637609,1
11719389,"THEFT","06",41.883500187,-87.627876698,66
11732488,"DECEPTIVE PRACTICE","06",41.891404732,-87.628061509,10
11734118,"OTHER OFFENSE","06",41.903771466,-87.68216385,1
11738832,"THEFT","06",41.767464968,-87.581261282,1
11725554,"BATTERY","06",41.675223915,-87.639416615,1
11713752,"BURGLARY","06",41.842541881,-87.715465901,2
11722515,"NARCOTICS","06",41.791426651,-87.656019484,2
11732186,"INTERFERENCE WITH PUBLIC OFFICER","06",41.943122315,-87.649365938,16
11743636,"BURGLARY","06",41.906432489,-87.727112721,1
11726176,"THEFT","06",42.002116009,-87.680271712,1
11739040,"THEFT","06",41.833346935,-87.658131616,1
11718566,"ROBBERY","06",41.774146678,-87.615478975,1
11707950,"BATTERY","06",41.918114451,-87.652634924,2
11721534,"BURGLARY","06",41.930727855,-87.710830344,1
11734773,"NARCOTICS","06",41.874262876,-87.657972849,1
11740217,"DECEPTIVE PRACTICE","06",41.938151012,-87.650492286,1
11750161,"NARCOTICS","06",41.778380394,-87.693373208,2
11731968,"ASSAULT","06",41.880385359,-87.753930385,2
11741570,"WEAPONS VIOLATION","06",41.886755667,-87.765095923,3
11720665,"DECEPTIVE PRACTICE","06",41.997824365,-87.684189426,1
11729891,"NARCOTICS","06",41.707160552,-87.623823775,1
11726475,"ROBBERY","06",41.738582955,-87.67165247,1
11730620,"THEFT","06",41.909394541,-87.675927423,4
